"id","relevance","Usage"
68078,-1,"Ignored"
68079,-1,"Ignored"
68080,2.67,"Public"
68081,2.33,"Public"
68082,2.67,"Private"
68084,3,"Private"
68087,2.33,"Private"
68089,2.67,"Private"
68090,1.67,"Private"
68091,3,"Public"
68095,-1,"Ignored"
68097,2.67,"Public"
68098,2.33,"Public"
68099,2.67,"Public"
68105,-1,"Ignored"
68106,2,"Public"
68107,-1,"Ignored"
68108,-1,"Ignored"
68110,2.33,"Public"
68111,2.67,"Private"
68112,3,"Private"
68113,2.33,"Private"
68114,1.33,"Private"
68115,-1,"Ignored"
68118,-1,"Ignored"
68120,-1,"Ignored"
68121,3,"Public"
68122,-1,"Ignored"
68123,2,"Public"
68124,-1,"Ignored"
68125,2.67,"Private"
68127,3,"Private"
68128,3,"Private"
68129,2.33,"Private"
68130,-1,"Ignored"
68135,-1,"Ignored"
68137,3,"Public"
68140,2,"Private"
68141,3,"Private"
68145,1.33,"Private"
68147,3,"Private"
68149,3,"Private"
68150,-1,"Ignored"
68151,3,"Private"
68153,2.33,"Public"
68154,2.67,"Private"
68156,3,"Public"
68157,1.67,"Private"
68158,2.33,"Private"
68159,-1,"Ignored"
68161,1,"Private"
68162,3,"Public"
68163,2,"Private"
68165,3,"Private"
68166,3,"Private"
68168,3,"Private"
68169,-1,"Ignored"
68170,-1,"Ignored"
68171,2.67,"Private"
68172,2.33,"Private"
68173,3,"Private"
68174,1.67,"Public"
68176,3,"Private"
68178,-1,"Ignored"
68179,2.33,"Private"
68181,-1,"Ignored"
68184,3,"Public"
68185,2.33,"Public"
68186,2.67,"Public"
68189,2.67,"Public"
68191,-1,"Ignored"
68192,-1,"Ignored"
68193,2.33,"Private"
68195,-1,"Ignored"
68197,2.67,"Public"
68198,3,"Private"
68200,-1,"Ignored"
68201,2,"Private"
68204,2.67,"Private"
68205,2.33,"Public"
68210,3,"Public"
68212,2,"Private"
68213,-1,"Ignored"
68214,2.33,"Private"
68215,2.67,"Private"
68216,2.67,"Public"
68217,-1,"Ignored"
68218,3,"Public"
68220,-1,"Ignored"
68221,-1,"Ignored"
68222,2.33,"Private"
68225,2.33,"Public"
68227,2,"Private"
68228,3,"Public"
68230,2.33,"Private"
68231,2,"Private"
68233,1.67,"Private"
68234,3,"Private"
68236,3,"Public"
68237,-1,"Ignored"
68238,2.33,"Private"
68239,-1,"Ignored"
68240,3,"Public"
68242,3,"Private"
68244,3,"Private"
68245,2.67,"Public"
68247,2.67,"Public"
68249,-1,"Ignored"
68251,3,"Private"
68253,-1,"Ignored"
68254,2.67,"Private"
68255,2.33,"Private"
68256,-1,"Ignored"
68258,3,"Public"
68259,2.33,"Private"
68261,2.33,"Private"
68262,2.33,"Private"
68263,-1,"Ignored"
68265,-1,"Ignored"
68267,2.67,"Private"
68268,-1,"Ignored"
68271,2.67,"Private"
68272,3,"Private"
68275,2.33,"Public"
68276,2.67,"Private"
68279,-1,"Ignored"
68280,-1,"Ignored"
68282,2.67,"Private"
68283,2.67,"Private"
68284,3,"Public"
68285,3,"Public"
68286,2.67,"Public"
68288,2.33,"Private"
68289,2.33,"Private"
68291,-1,"Ignored"
68293,2.67,"Private"
68294,-1,"Ignored"
68296,-1,"Ignored"
68299,2.33,"Private"
68300,3,"Public"
68301,2,"Private"
68303,2.33,"Public"
68304,2.33,"Private"
68305,2.67,"Public"
68307,2.67,"Private"
68310,2.67,"Public"
68312,2.33,"Private"
68314,2,"Private"
68315,-1,"Ignored"
68320,-1,"Ignored"
68321,-1,"Ignored"
68323,2,"Private"
68326,1,"Private"
68329,2.67,"Private"
68330,-1,"Ignored"
68331,3,"Private"
68332,-1,"Ignored"
68335,2,"Private"
68336,3,"Public"
68337,2.67,"Public"
68338,2.67,"Private"
68339,2.67,"Private"
68340,3,"Private"
68343,3,"Private"
68344,2.67,"Private"
68345,-1,"Ignored"
68346,2.67,"Private"
68348,-1,"Ignored"
68349,3,"Private"
68350,3,"Private"
68353,3,"Private"
68354,3,"Private"
68355,3,"Public"
68356,-1,"Ignored"
68357,-1,"Ignored"
68359,1.67,"Private"
68360,-1,"Ignored"
68361,1.25,"Private"
68363,1.67,"Public"
68365,-1,"Ignored"
68368,2.67,"Private"
68369,3,"Private"
68370,2.67,"Private"
68371,2.67,"Private"
68372,1.67,"Private"
68373,3,"Public"
68374,3,"Public"
68375,3,"Private"
68377,-1,"Ignored"
68378,2.33,"Private"
68379,-1,"Ignored"
68380,3,"Private"
68382,2.33,"Private"
68383,1,"Private"
68384,2.67,"Private"
68386,3,"Private"
68387,3,"Private"
68389,-1,"Ignored"
68390,2.33,"Private"
68391,2.33,"Private"
68394,2.67,"Private"
68395,3,"Private"
68397,2.67,"Public"
68398,3,"Public"
68401,1.33,"Public"
68402,1.67,"Private"
68403,1,"Private"
68405,-1,"Ignored"
68406,-1,"Ignored"
68407,2.67,"Private"
68410,-1,"Ignored"
68411,1.67,"Private"
68412,-1,"Ignored"
68413,2.67,"Public"
68414,2.33,"Public"
68415,2,"Private"
68416,3,"Public"
68417,2.67,"Public"
68419,2.67,"Private"
68421,2,"Private"
68423,2.33,"Private"
68424,-1,"Ignored"
68425,2,"Private"
68426,2,"Private"
68428,3,"Public"
68429,-1,"Ignored"
68431,3,"Private"
68432,2,"Private"
68433,2.33,"Private"
68434,-1,"Ignored"
68436,2,"Public"
68437,-1,"Ignored"
68438,-1,"Ignored"
68440,2,"Private"
68442,2.33,"Private"
68447,2.67,"Private"
68448,2.33,"Public"
68449,2.67,"Public"
68450,3,"Private"
68451,3,"Private"
68452,-1,"Ignored"
68453,-1,"Ignored"
68454,3,"Public"
68457,2.33,"Public"
68458,1.33,"Private"
68459,1.67,"Public"
68460,-1,"Ignored"
68461,2,"Private"
68462,3,"Private"
68464,2.67,"Private"
68465,-1,"Ignored"
68466,-1,"Ignored"
68467,-1,"Ignored"
68469,-1,"Ignored"
68470,3,"Public"
68471,2,"Private"
68472,3,"Private"
68473,2,"Private"
68474,3,"Private"
68475,3,"Private"
68476,3,"Private"
68479,2,"Private"
68480,3,"Public"
68481,2,"Private"
68482,2.33,"Private"
68484,2,"Private"
68485,3,"Private"
68486,-1,"Ignored"
68487,2.67,"Public"
68489,-1,"Ignored"
68490,3,"Private"
68491,2.33,"Private"
68493,-1,"Ignored"
68497,1.67,"Private"
68499,2.33,"Private"
68500,-1,"Ignored"
68501,1.67,"Public"
68502,2.33,"Public"
68503,2.67,"Public"
68504,2.33,"Public"
68507,3,"Private"
68510,3,"Private"
68514,2.33,"Private"
68515,2.67,"Private"
68517,3,"Private"
68518,2.67,"Public"
68519,-1,"Ignored"
68520,3,"Private"
68521,2,"Public"
68522,2.33,"Private"
68523,2.33,"Private"
68524,2.67,"Public"
68525,1.67,"Private"
68526,2.33,"Private"
68528,2.67,"Private"
68529,3,"Public"
68530,3,"Private"
68531,2.33,"Private"
68533,2.67,"Public"
68534,-1,"Ignored"
68535,-1,"Ignored"
68536,-1,"Ignored"
68537,-1,"Ignored"
68538,-1,"Ignored"
68539,-1,"Ignored"
68541,2.67,"Public"
68544,2.33,"Private"
68545,-1,"Ignored"
68547,-1,"Ignored"
68548,3,"Private"
68550,2.33,"Public"
68553,2.67,"Private"
68554,3,"Public"
68555,-1,"Ignored"
68556,-1,"Ignored"
68558,2,"Private"
68559,3,"Public"
68560,-1,"Ignored"
68562,2.33,"Private"
68563,2.67,"Private"
68565,1,"Private"
68567,3,"Public"
68568,-1,"Ignored"
68569,1,"Private"
68571,3,"Private"
68572,2.67,"Public"
68574,1,"Public"
68576,2.33,"Private"
68577,2.67,"Private"
68580,1.67,"Private"
68581,3,"Private"
68582,2.67,"Private"
68584,1.67,"Private"
68585,1.67,"Private"
68586,3,"Private"
68588,2.33,"Public"
68589,1,"Private"
68593,2.33,"Private"
68594,1,"Private"
68595,3,"Private"
68597,2.67,"Public"
68598,3,"Public"
68599,1.67,"Private"
68600,2,"Private"
68603,-1,"Ignored"
68604,3,"Public"
68605,3,"Private"
68608,-1,"Ignored"
68609,2.67,"Public"
68610,-1,"Ignored"
68611,2.33,"Public"
68613,3,"Public"
68615,3,"Public"
68616,2.67,"Private"
68618,2.67,"Private"
68619,3,"Private"
68621,-1,"Ignored"
68622,3,"Public"
68623,2.33,"Private"
68624,2.33,"Private"
68625,2.67,"Private"
68626,1.67,"Public"
68627,-1,"Ignored"
68628,2.33,"Private"
68629,2,"Private"
68630,2.67,"Public"
68631,3,"Private"
68632,3,"Private"
68635,1.33,"Private"
68636,-1,"Ignored"
68637,1,"Private"
68639,2.33,"Private"
68642,3,"Private"
68643,3,"Private"
68647,1.33,"Private"
68648,2.67,"Private"
68649,-1,"Ignored"
68650,3,"Private"
68654,2.33,"Public"
68655,2,"Public"
68657,1,"Private"
68662,1.33,"Private"
68664,3,"Public"
68665,3,"Public"
68666,1.67,"Public"
68669,3,"Private"
68671,3,"Public"
68672,2,"Private"
68674,2.67,"Private"
68675,2.67,"Public"
68676,1,"Private"
68677,2.67,"Private"
68678,-1,"Ignored"
68679,3,"Public"
68680,-1,"Ignored"
68681,-1,"Ignored"
68682,-1,"Ignored"
68683,-1,"Ignored"
68685,3,"Private"
68686,1.33,"Private"
68688,2,"Private"
68689,2,"Private"
68690,2.33,"Private"
68691,2.67,"Public"
68692,1.67,"Public"
68693,2,"Private"
68694,-1,"Ignored"
68695,3,"Private"
68696,2.33,"Private"
68698,2.67,"Private"
68699,2,"Private"
68700,-1,"Ignored"
68701,1.67,"Private"
68702,2.67,"Private"
68704,3,"Public"
68705,-1,"Ignored"
68706,-1,"Ignored"
68707,2.33,"Private"
68709,2.33,"Private"
68710,2.67,"Private"
68711,2,"Public"
68713,2.67,"Public"
68714,-1,"Ignored"
68716,2,"Public"
68717,-1,"Ignored"
68718,-1,"Ignored"
68719,2.33,"Private"
68720,3,"Private"
68721,-1,"Ignored"
68722,1,"Public"
68726,2.33,"Private"
68728,-1,"Ignored"
68729,3,"Public"
68730,3,"Public"
68732,1.33,"Private"
68733,1,"Public"
68734,2.33,"Private"
68735,-1,"Ignored"
68737,-1,"Ignored"
68738,2,"Public"
68739,-1,"Ignored"
68740,-1,"Ignored"
68742,2.33,"Private"
68745,3,"Public"
68747,3,"Private"
68748,3,"Private"
68749,2,"Private"
68750,-1,"Ignored"
68751,-1,"Ignored"
68752,3,"Public"
68755,3,"Private"
68757,-1,"Ignored"
68759,3,"Private"
68761,2.67,"Private"
68762,2.67,"Private"
68763,-1,"Ignored"
68764,1.67,"Private"
68765,2.33,"Public"
68768,2.67,"Private"
68770,2,"Public"
68771,-1,"Ignored"
68773,1.67,"Private"
68774,2.67,"Public"
68775,2.67,"Private"
68776,-1,"Ignored"
68777,3,"Public"
68778,2,"Private"
68780,2.67,"Public"
68781,3,"Private"
68782,3,"Private"
68783,-1,"Ignored"
68785,-1,"Ignored"
68786,2.33,"Public"
68787,-1,"Ignored"
68788,-1,"Ignored"
68789,2.33,"Private"
68790,3,"Private"
68791,2.33,"Private"
68792,1.67,"Private"
68793,3,"Private"
68794,2.33,"Private"
68796,2.33,"Private"
68797,3,"Private"
68798,2.33,"Private"
68799,2.67,"Private"
68800,-1,"Ignored"
68803,2.67,"Public"
68804,2.67,"Private"
68809,-1,"Ignored"
68810,2.67,"Private"
68811,2.33,"Public"
68812,2.33,"Private"
68813,-1,"Ignored"
68814,-1,"Ignored"
68815,1.67,"Private"
68816,2.67,"Private"
68817,-1,"Ignored"
68818,2,"Private"
68821,2.67,"Public"
68822,-1,"Ignored"
68823,2,"Private"
68824,2,"Private"
68825,-1,"Ignored"
68826,2,"Private"
68827,-1,"Ignored"
68831,2.33,"Private"
68833,2,"Private"
68835,2.67,"Private"
68836,2.33,"Private"
68837,-1,"Ignored"
68839,2,"Private"
68841,3,"Private"
68844,2.33,"Private"
68845,1,"Private"
68846,3,"Private"
68847,3,"Private"
68849,2.67,"Public"
68850,2,"Private"
68851,2.33,"Public"
68852,2.67,"Private"
68853,3,"Public"
68854,3,"Private"
68856,2.67,"Private"
68858,-1,"Ignored"
68862,-1,"Ignored"
68863,3,"Private"
68866,2.67,"Private"
68867,-1,"Ignored"
68868,-1,"Ignored"
68871,3,"Public"
68872,-1,"Ignored"
68873,-1,"Ignored"
68876,2,"Private"
68879,2,"Private"
68880,1.67,"Private"
68882,2.67,"Private"
68883,2.67,"Public"
68884,2,"Private"
68888,-1,"Ignored"
68889,-1,"Ignored"
68890,-1,"Ignored"
68891,-1,"Ignored"
68892,2,"Private"
68893,2,"Private"
68894,1,"Public"
68895,3,"Public"
68897,3,"Private"
68899,2.33,"Public"
68900,1.67,"Public"
68903,-1,"Ignored"
68905,2.33,"Public"
68906,2,"Public"
68907,3,"Public"
68909,2,"Private"
68910,1.33,"Private"
68911,2,"Private"
68912,2,"Public"
68914,2.67,"Public"
68917,2,"Public"
68918,-1,"Ignored"
68919,2.33,"Private"
68920,1.33,"Public"
68922,2.33,"Private"
68923,1.67,"Private"
68926,2.33,"Private"
68929,1.33,"Private"
68930,3,"Private"
68931,-1,"Ignored"
68933,3,"Private"
68934,2.33,"Private"
68936,2.33,"Private"
68939,-1,"Ignored"
68941,-1,"Ignored"
68942,-1,"Ignored"
68943,3,"Public"
68944,1.67,"Public"
68945,2.67,"Public"
68946,1.67,"Public"
68947,1.67,"Public"
68948,3,"Public"
68953,-1,"Ignored"
68956,-1,"Ignored"
68959,2.67,"Private"
68960,3,"Private"
68962,2.67,"Private"
68963,-1,"Ignored"
68964,1.67,"Public"
68965,2.33,"Public"
68967,2.33,"Private"
68968,2,"Private"
68971,1,"Private"
68973,1.67,"Public"
68975,1.67,"Private"
68976,3,"Public"
68977,-1,"Ignored"
68982,1.33,"Private"
68985,2.33,"Private"
68986,-1,"Ignored"
68987,3,"Private"
68988,3,"Public"
68989,1.33,"Private"
68992,3,"Private"
68993,2.67,"Public"
68994,2.33,"Private"
68996,2.67,"Private"
68997,-1,"Ignored"
68999,2.67,"Private"
69001,1.67,"Public"
69002,3,"Public"
69005,-1,"Ignored"
69006,2,"Public"
69009,2.67,"Public"
69010,2.67,"Private"
69011,3,"Public"
69012,3,"Public"
69014,-1,"Ignored"
69018,3,"Private"
69019,-1,"Ignored"
69020,2,"Private"
69021,2.33,"Public"
69022,-1,"Ignored"
69023,2.33,"Private"
69024,3,"Private"
69027,3,"Private"
69028,3,"Private"
69030,1,"Private"
69031,2.33,"Private"
69032,-1,"Ignored"
69033,-1,"Ignored"
69035,3,"Private"
69036,1.67,"Private"
69037,-1,"Ignored"
69038,2.67,"Private"
69041,1.33,"Private"
69042,-1,"Ignored"
69043,-1,"Ignored"
69044,2.67,"Private"
69046,3,"Private"
69048,2,"Public"
69049,2.67,"Private"
69053,2.67,"Private"
69054,2.67,"Private"
69056,-1,"Ignored"
69058,1.67,"Private"
69059,3,"Private"
69061,3,"Private"
69062,2,"Private"
69063,2.33,"Private"
69065,2.67,"Private"
69066,2.33,"Public"
69067,2.67,"Private"
69069,1.33,"Public"
69070,-1,"Ignored"
69071,2,"Private"
69077,3,"Private"
69078,2.33,"Public"
69080,3,"Public"
69083,2.33,"Public"
69084,2.33,"Private"
69087,3,"Public"
69088,3,"Private"
69089,3,"Private"
69090,-1,"Ignored"
69091,-1,"Ignored"
69092,1,"Private"
69094,3,"Private"
69096,2.33,"Public"
69098,2.33,"Private"
69099,2.67,"Public"
69100,1.67,"Private"
69103,-1,"Ignored"
69104,2.33,"Private"
69105,1.67,"Public"
69107,2.33,"Public"
69108,1.67,"Public"
69109,1.33,"Private"
69111,-1,"Ignored"
69112,-1,"Ignored"
69113,2,"Public"
69116,2,"Private"
69118,2.67,"Private"
69119,2,"Private"
69120,2,"Public"
69123,2,"Public"
69124,2.67,"Private"
69125,-1,"Ignored"
69127,2,"Private"
69128,3,"Public"
69129,-1,"Ignored"
69131,-1,"Ignored"
69132,2,"Private"
69136,2,"Private"
69137,-1,"Ignored"
69139,2.67,"Public"
69140,3,"Private"
69142,3,"Private"
69143,2.33,"Public"
69144,2.67,"Private"
69145,2.33,"Public"
69148,-1,"Ignored"
69149,1.33,"Public"
69150,-1,"Ignored"
69151,3,"Private"
69153,2.67,"Public"
69154,-1,"Ignored"
69157,-1,"Ignored"
69158,-1,"Ignored"
69160,2.33,"Private"
69162,1.67,"Public"
69163,2,"Public"
69164,2.67,"Private"
69165,2.33,"Public"
69167,-1,"Ignored"
69168,1.67,"Private"
69169,1.67,"Public"
69170,-1,"Ignored"
69171,1,"Private"
69173,-1,"Ignored"
69174,2.67,"Private"
69175,2,"Private"
69176,2.67,"Private"
69177,3,"Private"
69180,-1,"Ignored"
69181,2.67,"Public"
69182,3,"Public"
69185,3,"Private"
69187,1.67,"Private"
69188,3,"Private"
69191,3,"Private"
69195,1.33,"Public"
69198,3,"Private"
69199,2.67,"Private"
69200,1.67,"Private"
69203,2.67,"Private"
69204,2.67,"Private"
69205,-1,"Ignored"
69206,2.67,"Public"
69207,-1,"Ignored"
69209,-1,"Ignored"
69210,3,"Private"
69211,-1,"Ignored"
69212,-1,"Ignored"
69213,3,"Private"
69215,3,"Public"
69216,1.67,"Public"
69217,2.33,"Private"
69219,1.33,"Private"
69220,1.33,"Private"
69221,2.67,"Private"
69222,-1,"Ignored"
69224,2.33,"Private"
69225,2,"Public"
69226,-1,"Ignored"
69227,2,"Private"
69229,2.33,"Private"
69233,2,"Private"
69234,2.33,"Private"
69235,3,"Public"
69236,2,"Private"
69237,2,"Private"
69239,2.33,"Private"
69242,3,"Private"
69243,2.33,"Private"
69244,2,"Public"
69245,3,"Public"
69247,1.67,"Private"
69248,3,"Public"
69250,3,"Private"
69251,3,"Private"
69253,-1,"Ignored"
69255,3,"Public"
69257,3,"Public"
69258,-1,"Ignored"
69260,3,"Public"
69262,2,"Private"
69267,1.67,"Private"
69268,2.67,"Private"
69269,1.33,"Public"
69274,3,"Private"
69275,2,"Private"
69276,2.67,"Private"
69277,-1,"Ignored"
69278,2,"Private"
69280,1.67,"Public"
69281,3,"Private"
69282,-1,"Ignored"
69283,-1,"Ignored"
69284,1.67,"Public"
69285,-1,"Ignored"
69287,-1,"Ignored"
69288,1,"Private"
69289,-1,"Ignored"
69290,1.67,"Private"
69292,-1,"Ignored"
69293,-1,"Ignored"
69294,-1,"Ignored"
69295,-1,"Ignored"
69298,-1,"Ignored"
69300,-1,"Ignored"
69301,-1,"Ignored"
69304,2.67,"Private"
69306,3,"Private"
69307,2.33,"Private"
69309,-1,"Ignored"
69310,3,"Public"
69312,1.67,"Private"
69314,-1,"Ignored"
69315,2.67,"Public"
69317,-1,"Ignored"
69320,-1,"Ignored"
69321,2.33,"Public"
69322,2.33,"Private"
69323,3,"Public"
69324,2.33,"Public"
69325,-1,"Ignored"
69326,1.67,"Private"
69328,-1,"Ignored"
69330,2.67,"Public"
69332,-1,"Ignored"
69333,1.67,"Private"
69334,2.33,"Private"
69337,2.67,"Public"
69338,2,"Private"
69341,2,"Public"
69342,2,"Public"
69345,2,"Public"
69346,2.67,"Public"
69348,3,"Private"
69350,2.67,"Private"
69351,3,"Private"
69356,1.67,"Private"
69357,3,"Private"
69358,2.33,"Public"
69359,2.67,"Private"
69362,-1,"Ignored"
69363,2,"Private"
69364,2.67,"Private"
69365,-1,"Ignored"
69366,2.67,"Private"
69368,2,"Private"
69369,3,"Public"
69373,3,"Private"
69375,1.33,"Private"
69377,-1,"Ignored"
69379,3,"Public"
69380,2.67,"Private"
69381,3,"Private"
69382,2.67,"Private"
69383,2,"Private"
69385,-1,"Ignored"
69386,2.67,"Public"
69387,-1,"Ignored"
69389,-1,"Ignored"
69390,-1,"Ignored"
69391,2.33,"Private"
69392,3,"Public"
69393,2.33,"Private"
69395,3,"Private"
69396,-1,"Ignored"
69398,2.33,"Public"
69401,1.33,"Private"
69403,2.67,"Private"
69405,2.67,"Public"
69406,2,"Private"
69407,-1,"Ignored"
69408,3,"Private"
69409,-1,"Ignored"
69412,2.33,"Private"
69413,-1,"Ignored"
69417,2,"Private"
69418,2.67,"Private"
69419,-1,"Ignored"
69420,2,"Private"
69422,3,"Private"
69424,2.67,"Public"
69425,3,"Private"
69426,-1,"Ignored"
69429,-1,"Ignored"
69431,2.33,"Private"
69432,3,"Private"
69433,2.67,"Private"
69434,3,"Public"
69435,3,"Private"
69436,-1,"Ignored"
69437,-1,"Ignored"
69438,-1,"Ignored"
69439,3,"Private"
69440,-1,"Ignored"
69441,2.33,"Private"
69443,2.67,"Public"
69444,2.67,"Public"
69446,3,"Private"
69447,-1,"Ignored"
69448,2.33,"Private"
69449,3,"Private"
69450,2.67,"Private"
69453,3,"Public"
69455,3,"Private"
69456,2.33,"Private"
69457,1,"Private"
69458,2,"Public"
69461,3,"Private"
69462,2.33,"Private"
69463,3,"Private"
69466,2.67,"Private"
69469,2.67,"Private"
69470,2,"Private"
69471,2.33,"Public"
69472,2,"Public"
69474,2.67,"Public"
69476,2.33,"Private"
69477,2.33,"Public"
69478,-1,"Ignored"
69479,2.67,"Private"
69481,2.33,"Private"
69483,2.67,"Private"
69484,2.67,"Private"
69485,2.33,"Private"
69486,-1,"Ignored"
69490,2,"Private"
69491,2,"Private"
69492,2.67,"Private"
69493,-1,"Ignored"
69495,2.67,"Private"
69496,-1,"Ignored"
69497,1.67,"Public"
69498,2.67,"Private"
69499,2.67,"Private"
69500,3,"Private"
69503,2.67,"Private"
69505,-1,"Ignored"
69508,-1,"Ignored"
69509,-1,"Ignored"
69510,3,"Private"
69511,1.67,"Private"
69512,-1,"Ignored"
69515,2.67,"Private"
69516,-1,"Ignored"
69517,3,"Private"
69520,2.67,"Private"
69521,2.67,"Private"
69522,-1,"Ignored"
69523,3,"Private"
69524,2.67,"Private"
69526,3,"Private"
69527,-1,"Ignored"
69530,2.67,"Private"
69533,2.67,"Public"
69534,2.67,"Public"
69535,3,"Private"
69539,2.67,"Private"
69543,-1,"Ignored"
69544,2.67,"Public"
69545,3,"Private"
69547,2,"Private"
69548,3,"Private"
69549,3,"Private"
69552,2.67,"Private"
69553,2.33,"Private"
69554,2.67,"Private"
69556,2,"Private"
69558,2.67,"Private"
69559,2.33,"Private"
69561,1.67,"Public"
69562,2,"Private"
69565,2.67,"Private"
69567,2,"Private"
69568,2.67,"Private"
69570,3,"Public"
69572,3,"Private"
69574,2.67,"Private"
69575,2.67,"Private"
69576,-1,"Ignored"
69578,-1,"Ignored"
69580,-1,"Ignored"
69583,2.33,"Private"
69586,1.67,"Private"
69588,3,"Public"
69589,2.33,"Private"
69591,2,"Private"
69594,2.33,"Private"
69595,2.67,"Private"
69597,2,"Private"
69600,3,"Public"
69602,2.33,"Private"
69603,-1,"Ignored"
69604,-1,"Ignored"
69605,3,"Public"
69606,2.67,"Public"
69607,-1,"Ignored"
69608,3,"Private"
69609,2.33,"Private"
69610,2.67,"Public"
69613,3,"Private"
69615,2.67,"Private"
69616,2.67,"Private"
69617,3,"Private"
69619,3,"Private"
69620,3,"Private"
69621,3,"Private"
69623,2,"Private"
69624,-1,"Ignored"
69625,2,"Private"
69626,2.33,"Private"
69627,2.33,"Private"
69628,-1,"Ignored"
69631,3,"Private"
69633,2.67,"Private"
69634,3,"Private"
69635,1.33,"Private"
69636,2.67,"Private"
69638,2,"Public"
69639,-1,"Ignored"
69642,-1,"Ignored"
69644,-1,"Ignored"
69645,2,"Private"
69647,2.33,"Private"
69648,1.67,"Private"
69649,-1,"Ignored"
69650,2,"Private"
69651,-1,"Ignored"
69653,2.33,"Private"
69655,3,"Private"
69656,2.67,"Private"
69657,3,"Private"
69658,2.67,"Private"
69659,2,"Private"
69661,-1,"Ignored"
69662,1.67,"Private"
69663,-1,"Ignored"
69664,2.33,"Private"
69665,2.67,"Public"
69666,2.33,"Private"
69667,3,"Private"
69668,3,"Private"
69669,3,"Private"
69671,1.33,"Public"
69672,2.33,"Public"
69673,3,"Public"
69675,-1,"Ignored"
69676,2.67,"Private"
69678,3,"Public"
69680,2,"Private"
69681,2.67,"Public"
69682,3,"Private"
69683,2.33,"Private"
69685,3,"Private"
69686,2.67,"Private"
69687,2.33,"Private"
69688,2.67,"Private"
69690,2,"Private"
69691,2,"Public"
69692,2.67,"Private"
69693,2,"Private"
69694,2.67,"Private"
69695,2.33,"Private"
69696,1.67,"Public"
69698,-1,"Ignored"
69699,3,"Private"
69701,2.33,"Public"
69702,1.33,"Public"
69704,3,"Public"
69705,3,"Private"
69706,3,"Private"
69707,-1,"Ignored"
69711,2,"Private"
69713,-1,"Ignored"
69714,-1,"Ignored"
69717,2.67,"Private"
69721,2.33,"Private"
69722,2,"Private"
69724,1.67,"Private"
69725,1.33,"Private"
69727,-1,"Ignored"
69728,2,"Private"
69729,2.33,"Private"
69733,3,"Public"
69734,2.33,"Public"
69736,2.33,"Private"
69737,3,"Private"
69739,-1,"Ignored"
69745,3,"Private"
69747,2.33,"Private"
69749,3,"Private"
69750,-1,"Ignored"
69751,3,"Public"
69753,2.67,"Public"
69754,3,"Private"
69756,3,"Public"
69762,1.67,"Private"
69763,2.33,"Public"
69766,2.67,"Public"
69768,-1,"Ignored"
69770,2,"Private"
69771,2.33,"Public"
69772,2.67,"Private"
69773,2,"Private"
69774,-1,"Ignored"
69776,2.67,"Private"
69777,3,"Private"
69778,3,"Private"
69780,3,"Private"
69781,-1,"Ignored"
69783,-1,"Ignored"
69784,-1,"Ignored"
69785,2,"Private"
69786,1.33,"Private"
69787,2,"Private"
69788,1.33,"Private"
69789,-1,"Ignored"
69790,2,"Private"
69791,2.67,"Private"
69792,-1,"Ignored"
69793,3,"Private"
69801,2.67,"Public"
69802,3,"Private"
69803,-1,"Ignored"
69806,-1,"Ignored"
69807,-1,"Ignored"
69808,2.67,"Private"
69809,2.67,"Private"
69812,3,"Private"
69813,2.33,"Public"
69815,2,"Private"
69816,3,"Private"
69817,2.67,"Private"
69819,2.67,"Private"
69820,-1,"Ignored"
69822,3,"Private"
69827,3,"Private"
69828,3,"Public"
69830,1.67,"Private"
69832,-1,"Ignored"
69833,-1,"Ignored"
69834,2.67,"Private"
69835,3,"Private"
69836,2.67,"Public"
69837,3,"Private"
69838,3,"Public"
69840,3,"Private"
69841,2.67,"Public"
69844,2.67,"Private"
69846,3,"Private"
69847,2,"Private"
69848,2.67,"Private"
69850,2.67,"Private"
69852,3,"Private"
69854,1,"Private"
69857,2,"Private"
69858,3,"Private"
69861,2.33,"Private"
69866,3,"Private"
69867,-1,"Ignored"
69870,2.67,"Private"
69871,3,"Public"
69872,2.67,"Public"
69873,2.33,"Private"
69875,-1,"Ignored"
69876,1.67,"Private"
69878,1.33,"Private"
69879,-1,"Ignored"
69880,1.67,"Private"
69882,2.67,"Private"
69884,-1,"Ignored"
69885,2,"Private"
69886,2.33,"Private"
69887,2.67,"Public"
69888,-1,"Ignored"
69891,3,"Private"
69892,1.67,"Private"
69894,-1,"Ignored"
69895,2.67,"Private"
69896,2,"Private"
69897,2.33,"Private"
69898,3,"Private"
69901,2,"Private"
69902,2.33,"Public"
69904,2.67,"Private"
69905,2.33,"Public"
69907,2.33,"Public"
69908,2,"Private"
69910,2.67,"Private"
69912,2,"Public"
69913,1,"Public"
69914,3,"Private"
69916,-1,"Ignored"
69917,-1,"Ignored"
69918,2.67,"Private"
69919,1.67,"Private"
69920,2,"Private"
69921,2.67,"Private"
69922,3,"Private"
69924,2.33,"Public"
69926,-1,"Ignored"
69927,-1,"Ignored"
69930,-1,"Ignored"
69931,2.67,"Private"
69932,2.67,"Public"
69933,3,"Private"
69934,2.67,"Private"
69936,2.67,"Private"
69937,2,"Private"
69938,2.33,"Private"
69939,2.33,"Private"
69942,2.33,"Public"
69943,-1,"Ignored"
69944,2,"Public"
69945,1.67,"Private"
69947,1.67,"Public"
69953,2.67,"Public"
69954,2.67,"Public"
69955,2.33,"Private"
